Storage.[StorageKey],Product.[ProductKey],Time.[FiscalWeekKey],Version.[VersionKey],Storage Availability,Band_1 Storage,Band_2 Storage
DC-5001,1,W4-2018,0,9600,960,960
DC-5001,1,W5-2018,0,9600,960,960
DC-5001,1,W6-2018,0,9600,960,960
DC-5001,1,W7-2018,0,9600,960,960
DC-5001,1,W8-2018,0,9600,960,960
DC-5001,1,W9-2018,0,9600,960,960
DC-5001,1,W10-2018,0,9600,960,960
DC-5001,1,W11-2018,0,9600,960,960
DC-5001,1,W12-2018,0,9600,960,960
DC-5001,1,W13-2018,0,9600,960,960
DC-5001,1,W14-2018,0,9600,960,960
DC-5001,1,W15-2018,0,9600,960,960
DC-5001,1,W16-2018,0,9600,960,960
DC-5001,1,W17-2018,0,9600,960,960
DC-5001,1,W18-2018,0,9600,960,960
DC-5001,1,W19-2018,0,9600,960,960
DC-5001,1,W20-2018,0,9600,960,960
DC-5001,1,W21-2018,0,9600,960,960
DC-5001,1,W22-2018,0,9600,960,960
DC-5001,1,W23-2018,0,9600,960,960
DC-5001,1,W24-2018,0,9600,960,960
DC-5001,1,W25-2018,0,9600,960,960
DC-5002,2,W0-2017,0,9600,960,960
DC-5002,2,W1-2017,0,9600,960,960
DC-5002,2,W2-2017,0,9600,960,960
DC-5002,2,W3-2017,0,9600,960,960
DC-5002,2,W4-2017,0,9600,960,960
DC-5002,2,W5-2017,0,9600,960,960
DC-5002,2,W6-2017,0,9600,960,960
DC-5002,2,W7-2017,0,9600,960,960
DC-5002,2,W8-2017,0,9600,960,960
DC-5002,2,W9-2017,0,9600,960,960
DC-5002,2,W10-2017,0,9600,960,960
DC-5002,2,W11-2017,0,9600,960,960
DC-5002,2,W12-2017,0,9600,960,960
DC-5002,2,W13-2017,0,9600,960,960
DC-5002,2,W14-2017,0,9600,960,960
DC-5002,2,W15-2017,0,9600,960,960
DC-5002,2,W16-2017,0,9600,960,960
DC-5002,2,W17-2017,0,9600,960,960
DC-5002,2,W18-2017,0,9600,960,960
DC-5002,2,W19-2017,0,9600,960,960
DC-5002,2,W20-2017,0,9600,960,960
DC-5002,2,W21-2017,0,9600,960,960
DC-5002,2,W22-2017,0,9600,960,960
DC-5002,2,W23-2017,0,9600,960,960
DC-5002,2,W24-2017,0,9600,960,960
DC-5002,2,W25-2017,0,9600,960,960
DC-5002,2,W26-2017,0,9600,960,960
DC-5002,2,W27-2017,0,9600,960,960
DC-5002,2,W28-2017,0,9600,960,960
DC-5002,2,W29-2017,0,9600,960,960
DC-5002,2,W30-2017,0,9600,960,960
DC-5002,2,W31-2017,0,9600,960,960
DC-5002,2,W32-2017,0,9600,960,960
DC-5002,2,W33-2017,0,9600,960,960
DC-5002,2,W34-2017,0,9600,960,960
DC-5002,2,W35-2017,0,9600,960,960
DC-5002,2,W36-2017,0,9600,960,960
DC-5002,2,W37-2017,0,9600,960,960
DC-5002,2,W38-2017,0,9600,960,960
DC-5002,2,W39-2017,0,9600,960,960
DC-5002,2,W40-2017,0,9600,960,960
DC-5002,2,W41-2017,0,9600,960,960
DC-5002,2,W42-2017,0,9600,960,960
DC-5002,2,W43-2017,0,9600,960,960
DC-5002,2,W44-2017,0,9600,960,960
DC-5002,2,W45-2017,0,9600,960,960
DC-5002,2,W46-2017,0,9600,960,960
DC-5002,2,W47-2017,0,9600,960,960
DC-5002,2,W48-2017,0,9600,960,960
DC-5002,2,W49-2017,0,9600,960,960
DC-5002,2,W50-2017,0,9600,960,960
DC-5002,2,W51-2017,0,9600,960,960
DC-5002,2,W52-2017,0,9600,960,960
DC-5002,2,W1-2018,0,9600,960,960
DC-5002,2,W2-2018,0,9600,960,960
DC-5002,2,W3-2018,0,9600,960,960
DC-5002,2,W4-2018,0,9600,960,960
DC-5002,2,W5-2018,0,9600,960,960
DC-5002,2,W6-2018,0,9600,960,960
DC-5002,2,W7-2018,0,9600,960,960
DC-5002,2,W8-2018,0,9600,960,960
DC-5002,2,W9-2018,0,9600,960,960
DC-5002,2,W10-2018,0,9600,960,960
DC-5002,2,W11-2018,0,9600,960,960
DC-5002,2,W12-2018,0,9600,960,960
DC-5002,2,W13-2018,0,9600,960,960
DC-5002,2,W14-2018,0,9600,960,960
DC-5002,2,W15-2018,0,9600,960,960
DC-5002,2,W16-2018,0,9600,960,960
DC-5002,2,W17-2018,0,9600,960,960
DC-5002,2,W18-2018,0,9600,960,960
DC-5002,2,W19-2018,0,9600,960,960
DC-5002,2,W20-2018,0,9600,960,960
DC-5002,2,W21-2018,0,9600,960,960
DC-5002,2,W22-2018,0,9600,960,960
DC-5002,2,W23-2018,0,9600,960,960
DC-5002,2,W24-2018,0,9600,960,960
DC-5002,2,W25-2018,0,9600,960,960
DC-5002,3,W0-2017,0,9600,960,960
DC-5002,3,W1-2017,0,9600,960,960
DC-5002,3,W2-2017,0,9600,960,960
DC-5002,3,W3-2017,0,9600,960,960
DC-5002,3,W4-2017,0,9600,960,960
DC-5002,3,W5-2017,0,9600,960,960
DC-5002,3,W6-2017,0,9600,960,960
DC-5002,3,W7-2017,0,9600,960,960
DC-5002,3,W8-2017,0,9600,960,960
DC-5002,3,W9-2017,0,9600,960,960
DC-5002,3,W10-2017,0,9600,960,960
DC-5002,3,W11-2017,0,9600,960,960
DC-5002,3,W12-2017,0,9600,960,960
DC-5002,3,W13-2017,0,9600,960,960
DC-5002,3,W14-2017,0,9600,960,960
DC-5002,3,W15-2017,0,9600,960,960
DC-5002,3,W16-2017,0,9600,960,960
DC-5002,3,W17-2017,0,9600,960,960
DC-5002,3,W18-2017,0,9600,960,960
DC-5002,3,W19-2017,0,9600,960,960
DC-5002,3,W20-2017,0,9600,960,960
DC-5002,3,W21-2017,0,9600,960,960
DC-5002,3,W22-2017,0,9600,960,960
DC-5002,3,W23-2017,0,9600,960,960
DC-5002,3,W24-2017,0,9600,960,960
DC-5002,3,W25-2017,0,9600,960,960
DC-5002,3,W26-2017,0,9600,960,960
DC-5002,3,W27-2017,0,9600,960,960
DC-5002,3,W28-2017,0,9600,960,960
DC-5002,3,W29-2017,0,9600,960,960
DC-5002,3,W30-2017,0,9600,960,960
DC-5002,3,W31-2017,0,9600,960,960
DC-5002,3,W32-2017,0,9600,960,960
DC-5002,3,W33-2017,0,9600,960,960
DC-5002,3,W34-2017,0,9600,960,960
DC-5002,3,W35-2017,0,9600,960,960
DC-5002,3,W36-2017,0,9600,960,960
DC-5002,3,W37-2017,0,9600,960,960
DC-5002,3,W38-2017,0,9600,960,960
DC-5002,3,W39-2017,0,9600,960,960
DC-5002,3,W40-2017,0,9600,960,960
DC-5002,3,W41-2017,0,9600,960,960
DC-5002,3,W42-2017,0,9600,960,960
DC-5002,3,W43-2017,0,9600,960,960
DC-5002,3,W44-2017,0,9600,960,960
DC-5002,3,W45-2017,0,9600,960,960
DC-5002,3,W46-2017,0,9600,960,960
DC-5002,3,W47-2017,0,9600,960,960
DC-5002,3,W48-2017,0,9600,960,960
DC-5002,3,W49-2017,0,9600,960,960
DC-5002,3,W50-2017,0,9600,960,960
DC-5002,3,W51-2017,0,9600,960,960
DC-5002,3,W52-2017,0,9600,960,960
DC-5002,3,W1-2018,0,9600,960,960
DC-5002,3,W2-2018,0,9600,960,960
DC-5002,3,W3-2018,0,9600,960,960
DC-5002,3,W4-2018,0,9600,960,960
DC-5002,3,W5-2018,0,9600,960,960
DC-5002,3,W6-2018,0,9600,960,960
DC-5002,3,W7-2018,0,9600,960,960
DC-5002,3,W8-2018,0,9600,960,960
DC-5002,3,W9-2018,0,9600,960,960
DC-5002,3,W10-2018,0,9600,960,960
DC-5002,3,W11-2018,0,9600,960,960
DC-5002,3,W12-2018,0,9600,960,960
DC-5002,3,W13-2018,0,9600,960,960
DC-5002,3,W14-2018,0,9600,960,960
DC-5002,3,W15-2018,0,9600,960,960
DC-5002,3,W16-2018,0,9600,960,960
DC-5002,3,W17-2018,0,9600,960,960
DC-5002,3,W18-2018,0,9600,960,960
DC-5002,3,W19-2018,0,9600,960,960
DC-5002,3,W20-2018,0,9600,960,960
DC-5002,3,W21-2018,0,9600,960,960
DC-5002,3,W22-2018,0,9600,960,960
DC-5002,3,W23-2018,0,9600,960,960
DC-5002,3,W24-2018,0,9600,960,960
DC-5002,3,W25-2018,0,9600,960,960
DC-5002,0,W0-2017,0,9600,960,960
DC-5002,0,W1-2017,0,9600,960,960
DC-5002,0,W2-2017,0,9600,960,960
DC-5002,0,W3-2017,0,9600,960,960
DC-5002,0,W4-2017,0,9600,960,960
DC-5002,0,W5-2017,0,9600,960,960
DC-5002,0,W6-2017,0,9600,960,960
DC-5002,0,W7-2017,0,9600,960,960
DC-5002,0,W8-2017,0,9600,960,960
DC-5002,0,W9-2017,0,9600,960,960
DC-5002,0,W10-2017,0,9600,960,960
DC-5002,0,W11-2017,0,9600,960,960
DC-5002,0,W12-2017,0,9600,960,960
DC-5002,0,W13-2017,0,9600,960,960
DC-5002,0,W14-2017,0,9600,960,960
DC-5002,0,W15-2017,0,9600,960,960
DC-5002,0,W16-2017,0,9600,960,960
DC-5002,0,W17-2017,0,9600,960,960
DC-5002,0,W18-2017,0,9600,960,960
DC-5002,0,W19-2017,0,9600,960,960
DC-5002,0,W20-2017,0,9600,960,960
DC-5002,0,W21-2017,0,9600,960,960
DC-5002,0,W22-2017,0,9600,960,960
DC-5002,0,W23-2017,0,9600,960,960
DC-5002,0,W24-2017,0,9600,960,960
DC-5002,0,W25-2017,0,9600,960,960
DC-5002,0,W26-2017,0,9600,960,960
DC-5002,0,W27-2017,0,9600,960,960
DC-5002,0,W28-2017,0,9600,960,960
DC-5002,0,W29-2017,0,9600,960,960
DC-5002,0,W30-2017,0,9600,960,960
DC-5002,0,W31-2017,0,9600,960,960
DC-5002,0,W32-2017,0,9600,960,960
DC-5002,0,W33-2017,0,9600,960,960
DC-5002,0,W34-2017,0,9600,960,960
DC-5002,0,W35-2017,0,9600,960,960
DC-5002,0,W36-2017,0,9600,960,960
DC-5002,0,W37-2017,0,9600,960,960
DC-5002,0,W38-2017,0,9600,960,960
DC-5002,0,W39-2017,0,9600,960,960
DC-5002,0,W40-2017,0,9600,960,960
DC-5002,0,W41-2017,0,9600,960,960
DC-5002,0,W42-2017,0,9600,960,960
DC-5002,0,W43-2017,0,9600,960,960
DC-5002,0,W44-2017,0,9600,960,960
DC-5002,0,W45-2017,0,9600,960,960
DC-5002,0,W46-2017,0,9600,960,960
DC-5002,0,W47-2017,0,9600,960,960
DC-5002,0,W48-2017,0,9600,960,960
DC-5002,0,W49-2017,0,9600,960,960
DC-5002,0,W50-2017,0,9600,960,960
DC-5002,0,W51-2017,0,9600,960,960
DC-5002,0,W52-2017,0,9600,960,960
DC-5002,0,W1-2018,0,9600,960,960
DC-5002,0,W2-2018,0,9600,960,960
DC-5002,0,W3-2018,0,9600,960,960
DC-5002,0,W4-2018,0,9600,960,960
DC-5002,0,W5-2018,0,9600,960,960
DC-5002,0,W6-2018,0,9600,960,960
DC-5002,0,W7-2018,0,9600,960,960
DC-5002,0,W8-2018,0,9600,960,960
DC-5002,0,W9-2018,0,9600,960,960
DC-5002,0,W10-2018,0,9600,960,960
DC-5002,0,W11-2018,0,9600,960,960
DC-5002,0,W12-2018,0,9600,960,960
DC-5002,0,W13-2018,0,9600,960,960
DC-5002,0,W14-2018,0,9600,960,960
DC-5002,0,W15-2018,0,9600,960,960
DC-5002,0,W16-2018,0,9600,960,960
DC-5002,0,W17-2018,0,9600,960,960
DC-5002,0,W18-2018,0,9600,960,960
DC-5002,0,W19-2018,0,9600,960,960
DC-5002,0,W20-2018,0,9600,960,960
DC-5002,0,W21-2018,0,9600,960,960
DC-5002,0,W22-2018,0,9600,960,960
DC-5002,0,W23-2018,0,9600,960,960
DC-5002,0,W24-2018,0,9600,960,960
DC-5002,0,W25-2018,0,9600,960,960
DC-5002,1,W0-2017,0,9600,960,960
DC-5002,1,W1-2017,0,9600,960,960
DC-5002,1,W2-2017,0,9600,960,960
DC-5002,1,W3-2017,0,9600,960,960
DC-5002,1,W4-2017,0,9600,960,960
DC-5002,1,W5-2017,0,9600,960,960
DC-5002,1,W6-2017,0,9600,960,960
DC-5002,1,W7-2017,0,9600,960,960
DC-5002,1,W8-2017,0,9600,960,960
DC-5002,1,W9-2017,0,9600,960,960
DC-5002,1,W10-2017,0,9600,960,960
DC-5002,1,W11-2017,0,9600,960,960
DC-5002,1,W12-2017,0,9600,960,960
DC-5002,1,W13-2017,0,9600,960,960
DC-5002,1,W14-2017,0,9600,960,960
DC-5002,1,W15-2017,0,9600,960,960
DC-5002,1,W16-2017,0,9600,960,960
DC-5002,1,W17-2017,0,9600,960,960
DC-5002,1,W18-2017,0,9600,960,960
DC-5002,1,W19-2017,0,9600,960,960
DC-5002,1,W20-2017,0,9600,960,960
DC-5002,1,W21-2017,0,9600,960,960
DC-5002,1,W22-2017,0,9600,960,960
DC-5002,1,W23-2017,0,9600,960,960
DC-5002,1,W24-2017,0,9600,960,960
DC-5002,1,W25-2017,0,9600,960,960
DC-5002,1,W26-2017,0,9600,960,960
DC-5002,1,W27-2017,0,9600,960,960
DC-5002,1,W28-2017,0,9600,960,960
DC-5002,1,W29-2017,0,9600,960,960
DC-5002,1,W30-2017,0,9600,960,960
DC-5002,1,W31-2017,0,9600,960,960
DC-5002,1,W32-2017,0,9600,960,960
DC-5002,1,W33-2017,0,9600,960,960
DC-5002,1,W34-2017,0,9600,960,960
DC-5002,1,W35-2017,0,9600,960,960
DC-5002,1,W36-2017,0,9600,960,960
DC-5002,1,W37-2017,0,9600,960,960
DC-5002,1,W38-2017,0,9600,960,960
DC-5002,1,W39-2017,0,9600,960,960
DC-5002,1,W40-2017,0,9600,960,960
DC-5002,1,W41-2017,0,9600,960,960
DC-5002,1,W42-2017,0,9600,960,960
DC-5002,1,W43-2017,0,9600,960,960
DC-5002,1,W44-2017,0,9600,960,960
DC-5002,1,W45-2017,0,9600,960,960
DC-5002,1,W46-2017,0,9600,960,960
DC-5002,1,W47-2017,0,9600,960,960
DC-5002,1,W48-2017,0,9600,960,960
DC-5002,1,W49-2017,0,9600,960,960
DC-5002,1,W50-2017,0,9600,960,960
DC-5002,1,W51-2017,0,9600,960,960
DC-5002,1,W52-2017,0,9600,960,960
DC-5002,1,W1-2018,0,9600,960,960
DC-5002,1,W2-2018,0,9600,960,960
DC-5002,1,W3-2018,0,9600,960,960
DC-5002,1,W4-2018,0,9600,960,960
DC-5002,1,W5-2018,0,9600,960,960
DC-5002,1,W6-2018,0,9600,960,960
DC-5002,1,W7-2018,0,9600,960,960
DC-5002,1,W8-2018,0,9600,960,960
DC-5002,1,W9-2018,0,9600,960,960
DC-5002,1,W10-2018,0,9600,960,960
DC-5002,1,W11-2018,0,9600,960,960
DC-5002,1,W12-2018,0,9600,960,960
DC-5002,1,W13-2018,0,9600,960,960
DC-5002,1,W14-2018,0,9600,960,960
DC-5002,1,W15-2018,0,9600,960,960
DC-5002,1,W16-2018,0,9600,960,960
DC-5002,1,W17-2018,0,9600,960,960
DC-5002,1,W18-2018,0,9600,960,960
DC-5002,1,W19-2018,0,9600,960,960
DC-5002,1,W20-2018,0,9600,960,960
DC-5002,1,W21-2018,0,9600,960,960
DC-5002,1,W22-2018,0,9600,960,960
DC-5002,1,W23-2018,0,9600,960,960
DC-5002,1,W24-2018,0,9600,960,960
DC-5002,1,W25-2018,0,9600,960,960
DC-5003,2,W0-2017,0,9600,960,960
DC-5003,2,W1-2017,0,9600,960,960
DC-5003,2,W2-2017,0,9600,960,960
DC-5003,2,W3-2017,0,9600,960,960
DC-5003,2,W4-2017,0,9600,960,960
DC-5003,2,W5-2017,0,9600,960,960
DC-5003,2,W6-2017,0,9600,960,960
DC-5003,2,W7-2017,0,9600,960,960
DC-5003,2,W8-2017,0,9600,960,960
DC-5003,2,W9-2017,0,9600,960,960
DC-5003,2,W10-2017,0,9600,960,960
DC-5003,2,W11-2017,0,9600,960,960
DC-5003,2,W12-2017,0,9600,960,960
DC-5003,2,W13-2017,0,9600,960,960
DC-5003,2,W14-2017,0,9600,960,960
DC-5003,2,W15-2017,0,9600,960,960
DC-5003,2,W16-2017,0,9600,960,960
DC-5003,2,W17-2017,0,9600,960,960
DC-5003,2,W18-2017,0,9600,960,960
DC-5003,2,W19-2017,0,9600,960,960
DC-5003,2,W20-2017,0,9600,960,960
DC-5003,2,W21-2017,0,9600,960,960
DC-5003,2,W22-2017,0,9600,960,960
DC-5003,2,W23-2017,0,9600,960,960
DC-5003,2,W24-2017,0,9600,960,960
DC-5003,2,W25-2017,0,9600,960,960
DC-5003,2,W26-2017,0,9600,960,960
DC-5003,2,W27-2017,0,9600,960,960
DC-5003,2,W28-2017,0,9600,960,960
DC-5003,2,W29-2017,0,9600,960,960
DC-5003,2,W30-2017,0,9600,960,960
DC-5003,2,W31-2017,0,9600,960,960
DC-5003,2,W32-2017,0,9600,960,960
DC-5003,2,W33-2017,0,9600,960,960
DC-5003,2,W34-2017,0,9600,960,960
DC-5003,2,W35-2017,0,9600,960,960
DC-5003,2,W36-2017,0,9600,960,960
DC-5003,2,W37-2017,0,9600,960,960
DC-5003,2,W38-2017,0,9600,960,960
DC-5003,2,W39-2017,0,9600,960,960
DC-5003,2,W40-2017,0,9600,960,960
DC-5003,2,W41-2017,0,9600,960,960
DC-5003,2,W42-2017,0,9600,960,960
DC-5003,2,W43-2017,0,9600,960,960
DC-5003,2,W44-2017,0,9600,960,960
DC-5003,2,W45-2017,0,9600,960,960
DC-5003,2,W46-2017,0,9600,960,960
DC-5003,2,W47-2017,0,9600,960,960
DC-5003,2,W48-2017,0,9600,960,960
DC-5003,2,W49-2017,0,9600,960,960
DC-5003,2,W50-2017,0,9600,960,960
DC-5003,2,W51-2017,0,9600,960,960
DC-5003,2,W52-2017,0,9600,960,960
DC-5003,2,W1-2018,0,9600,960,960
DC-5003,2,W2-2018,0,9600,960,960
DC-5003,2,W3-2018,0,9600,960,960
DC-5003,2,W4-2018,0,9600,960,960
DC-5003,2,W5-2018,0,9600,960,960
DC-5003,2,W6-2018,0,9600,960,960
DC-5003,2,W7-2018,0,9600,960,960
DC-5003,2,W8-2018,0,9600,960,960
DC-5003,2,W9-2018,0,9600,960,960
DC-5003,2,W10-2018,0,9600,960,960
DC-5003,2,W11-2018,0,9600,960,960
DC-5003,2,W12-2018,0,9600,960,960
DC-5003,2,W13-2018,0,9600,960,960
DC-5003,2,W14-2018,0,9600,960,960
DC-5003,2,W15-2018,0,9600,960,960
DC-5003,2,W16-2018,0,9600,960,960
DC-5003,2,W17-2018,0,9600,960,960
DC-5003,2,W18-2018,0,9600,960,960
DC-5003,2,W19-2018,0,9600,960,960
DC-5003,2,W20-2018,0,9600,960,960
DC-5003,2,W21-2018,0,9600,960,960
DC-5003,2,W22-2018,0,9600,960,960
DC-5003,2,W23-2018,0,9600,960,960
DC-5003,2,W24-2018,0,9600,960,960
DC-5003,2,W25-2018,0,9600,960,960
DC-5003,3,W0-2017,0,9600,960,960
DC-5003,3,W1-2017,0,9600,960,960
DC-5003,3,W2-2017,0,9600,960,960
DC-5003,3,W3-2017,0,9600,960,960
DC-5003,3,W4-2017,0,9600,960,960
DC-5003,3,W5-2017,0,9600,960,960
DC-5003,3,W6-2017,0,9600,960,960
DC-5003,3,W7-2017,0,9600,960,960
DC-5003,3,W8-2017,0,9600,960,960
DC-5003,3,W9-2017,0,9600,960,960
DC-5003,3,W10-2017,0,9600,960,960
DC-5003,3,W11-2017,0,9600,960,960
DC-5003,3,W12-2017,0,9600,960,960
DC-5003,3,W13-2017,0,9600,960,960
DC-5003,3,W14-2017,0,9600,960,960
DC-5003,3,W15-2017,0,9600,960,960
DC-5003,3,W16-2017,0,9600,960,960
DC-5003,3,W17-2017,0,9600,960,960
DC-5003,3,W18-2017,0,9600,960,960
DC-5003,3,W19-2017,0,9600,960,960
DC-5003,3,W20-2017,0,9600,960,960
DC-5003,3,W21-2017,0,9600,960,960
DC-5003,3,W22-2017,0,9600,960,960
DC-5003,3,W23-2017,0,9600,960,960
DC-5003,3,W24-2017,0,9600,960,960
DC-5003,3,W25-2017,0,9600,960,960
DC-5003,3,W26-2017,0,9600,960,960
DC-5003,3,W27-2017,0,9600,960,960
DC-5003,3,W28-2017,0,9600,960,960
DC-5003,3,W29-2017,0,9600,960,960
DC-5003,3,W30-2017,0,9600,960,960
DC-5003,3,W31-2017,0,9600,960,960
DC-5003,3,W32-2017,0,9600,960,960
DC-5003,3,W33-2017,0,9600,960,960
DC-5003,3,W34-2017,0,9600,960,960
DC-5003,3,W35-2017,0,9600,960,960
DC-5003,3,W36-2017,0,9600,960,960
DC-5003,3,W37-2017,0,9600,960,960
DC-5003,3,W38-2017,0,9600,960,960
DC-5003,3,W39-2017,0,9600,960,960
DC-5003,3,W40-2017,0,9600,960,960
DC-5003,3,W41-2017,0,9600,960,960
DC-5003,3,W42-2017,0,9600,960,960
DC-5003,3,W43-2017,0,9600,960,960
DC-5003,3,W44-2017,0,9600,960,960
DC-5003,3,W45-2017,0,9600,960,960
DC-5003,3,W46-2017,0,9600,960,960
DC-5003,3,W47-2017,0,9600,960,960
DC-5003,3,W48-2017,0,9600,960,960
DC-5003,3,W49-2017,0,9600,960,960
DC-5003,3,W50-2017,0,9600,960,960
DC-5003,3,W51-2017,0,9600,960,960
DC-5003,3,W52-2017,0,9600,960,960
DC-5003,3,W1-2018,0,9600,960,960
DC-5003,3,W2-2018,0,9600,960,960
DC-5003,3,W3-2018,0,9600,960,960
DC-5003,3,W4-2018,0,9600,960,960
DC-5003,3,W5-2018,0,9600,960,960
DC-5003,3,W6-2018,0,9600,960,960
DC-5003,3,W7-2018,0,9600,960,960
DC-5003,3,W8-2018,0,9600,960,960
DC-5003,3,W9-2018,0,9600,960,960
DC-5003,3,W10-2018,0,9600,960,960
DC-5003,3,W11-2018,0,9600,960,960
DC-5003,3,W12-2018,0,9600,960,960
DC-5003,3,W13-2018,0,9600,960,960
DC-5003,3,W14-2018,0,9600,960,960
DC-5003,3,W15-2018,0,9600,960,960
DC-5003,3,W16-2018,0,9600,960,960
DC-5003,3,W17-2018,0,9600,960,960
DC-5003,3,W18-2018,0,9600,960,960
DC-5003,3,W19-2018,0,9600,960,960
DC-5003,3,W20-2018,0,9600,960,960
DC-5003,3,W21-2018,0,9600,960,960
DC-5003,3,W22-2018,0,9600,960,960
DC-5003,3,W23-2018,0,9600,960,960
DC-5003,3,W24-2018,0,9600,960,960
DC-5003,3,W25-2018,0,9600,960,960
DC-5003,0,W0-2017,0,9600,960,960
DC-5003,0,W1-2017,0,9600,960,960
DC-5003,0,W2-2017,0,9600,960,960
DC-5003,0,W3-2017,0,9600,960,960
DC-5003,0,W4-2017,0,9600,960,960
DC-5003,0,W5-2017,0,9600,960,960
DC-5003,0,W6-2017,0,9600,960,960
DC-5003,0,W7-2017,0,9600,960,960
DC-5003,0,W8-2017,0,9600,960,960
DC-5003,0,W9-2017,0,9600,960,960
DC-5003,0,W10-2017,0,9600,960,960
DC-5003,0,W11-2017,0,9600,960,960
DC-5003,0,W12-2017,0,9600,960,960
DC-5003,0,W13-2017,0,9600,960,960
DC-5003,0,W14-2017,0,9600,960,960
DC-5003,0,W15-2017,0,9600,960,960
DC-5003,0,W16-2017,0,9600,960,960
DC-5003,0,W17-2017,0,9600,960,960
DC-5003,0,W18-2017,0,9600,960,960
DC-5003,0,W19-2017,0,9600,960,960
DC-5003,0,W20-2017,0,9600,960,960
DC-5003,0,W21-2017,0,9600,960,960
DC-5003,0,W22-2017,0,9600,960,960
DC-5003,0,W23-2017,0,9600,960,960
DC-5003,0,W24-2017,0,9600,960,960
DC-5003,0,W25-2017,0,9600,960,960
DC-5003,0,W26-2017,0,9600,960,960
DC-5003,0,W27-2017,0,9600,960,960
DC-5003,0,W28-2017,0,9600,960,960
DC-5003,0,W29-2017,0,9600,960,960
DC-5003,0,W30-2017,0,9600,960,960
DC-5003,0,W31-2017,0,9600,960,960
DC-5003,0,W32-2017,0,9600,960,960
DC-5003,0,W33-2017,0,9600,960,960
DC-5003,0,W34-2017,0,9600,960,960
DC-5003,0,W35-2017,0,9600,960,960
DC-5003,0,W36-2017,0,9600,960,960
DC-5003,0,W37-2017,0,9600,960,960
DC-5003,0,W38-2017,0,9600,960,960
DC-5003,0,W39-2017,0,9600,960,960
DC-5003,0,W40-2017,0,9600,960,960
DC-5003,0,W41-2017,0,9600,960,960
DC-5003,0,W42-2017,0,9600,960,960
DC-5003,0,W43-2017,0,9600,960,960
DC-5003,0,W44-2017,0,9600,960,960
DC-5003,0,W45-2017,0,9600,960,960
DC-5003,0,W46-2017,0,9600,960,960
DC-5003,0,W47-2017,0,9600,960,960
DC-5003,0,W48-2017,0,9600,960,960
DC-5003,0,W49-2017,0,9600,960,960
DC-5003,0,W50-2017,0,9600,960,960
DC-5003,0,W51-2017,0,9600,960,960
DC-5003,0,W52-2017,0,9600,960,960
DC-5003,0,W1-2018,0,9600,960,960
DC-5003,0,W2-2018,0,9600,960,960
DC-5003,0,W3-2018,0,9600,960,960
DC-5003,0,W4-2018,0,9600,960,960
DC-5003,0,W5-2018,0,9600,960,960
DC-5003,0,W6-2018,0,9600,960,960
DC-5003,0,W7-2018,0,9600,960,960
DC-5003,0,W8-2018,0,9600,960,960
DC-5003,0,W9-2018,0,9600,960,960
DC-5003,0,W10-2018,0,9600,960,960
DC-5003,0,W11-2018,0,9600,960,960
DC-5003,0,W12-2018,0,9600,960,960
DC-5003,0,W13-2018,0,9600,960,960
DC-5003,0,W14-2018,0,9600,960,960
DC-5003,0,W15-2018,0,9600,960,960
DC-5003,0,W16-2018,0,9600,960,960
DC-5003,0,W17-2018,0,9600,960,960
DC-5003,0,W18-2018,0,9600,960,960
DC-5003,0,W19-2018,0,9600,960,960
DC-5003,0,W20-2018,0,9600,960,960
DC-5003,0,W21-2018,0,9600,960,960
DC-5003,0,W22-2018,0,9600,960,960
DC-5003,0,W23-2018,0,9600,960,960
DC-5003,0,W24-2018,0,9600,960,960
DC-5003,0,W25-2018,0,9600,960,960
DC-5003,1,W0-2017,0,9600,960,960
DC-5003,1,W1-2017,0,9600,960,960
DC-5003,1,W2-2017,0,9600,960,960
DC-5003,1,W3-2017,0,9600,960,960
DC-5003,1,W4-2017,0,9600,960,960
DC-5003,1,W5-2017,0,9600,960,960
DC-5003,1,W6-2017,0,9600,960,960
DC-5003,1,W7-2017,0,9600,960,960
DC-5003,1,W8-2017,0,9600,960,960
DC-5003,1,W9-2017,0,9600,960,960
DC-5003,1,W10-2017,0,9600,960,960
DC-5003,1,W11-2017,0,9600,960,960
DC-5003,1,W12-2017,0,9600,960,960
DC-5003,1,W13-2017,0,9600,960,960
DC-5003,1,W14-2017,0,9600,960,960
DC-5003,1,W15-2017,0,9600,960,960
DC-5003,1,W16-2017,0,9600,960,960
DC-5003,1,W17-2017,0,9600,960,960
DC-5003,1,W18-2017,0,9600,960,960
DC-5003,1,W19-2017,0,9600,960,960
DC-5003,1,W20-2017,0,9600,960,960
DC-5003,1,W21-2017,0,9600,960,960
DC-5003,1,W22-2017,0,9600,960,960
DC-5003,1,W23-2017,0,9600,960,960
DC-5003,1,W24-2017,0,9600,960,960
DC-5003,1,W25-2017,0,9600,960,960
DC-5003,1,W26-2017,0,9600,960,960
DC-5003,1,W27-2017,0,9600,960,960
DC-5003,1,W28-2017,0,9600,960,960
DC-5003,1,W29-2017,0,9600,960,960
DC-5003,1,W30-2017,0,9600,960,960
DC-5003,1,W31-2017,0,9600,960,960
DC-5003,1,W32-2017,0,9600,960,960
DC-5003,1,W33-2017,0,9600,960,960
DC-5003,1,W34-2017,0,9600,960,960
DC-5003,1,W35-2017,0,9600,960,960
DC-5003,1,W36-2017,0,9600,960,960
