Resource.[ResourceKey],Resource.[Resource],Resource.[ResourceSubGroupKey],Resource.[Resource Sub Group],Resource.[ResourceGroupKey],Resource.[Resource Group]
30763,Res-5043-763,0,SubGroup-0,0,Group-0
30764,Res-5044-764,0,SubGroup-0,0,Group-0
30765,Res-5045-765,0,SubGroup-0,0,Group-0
30766,Res-5046-766,0,SubGroup-0,0,Group-0
30767,Res-5047-767,0,SubGroup-0,0,Group-0
30768,Res-5048-768,0,SubGroup-0,0,Group-0
30769,Res-5049-769,0,SubGroup-0,0,Group-0
30770,Res-5050-770,0,SubGroup-0,0,Group-0
30771,Res-5051-771,0,SubGroup-0,0,Group-0
30772,Res-5052-772,0,SubGroup-0,0,Group-0
30773,Res-5053-773,0,SubGroup-0,0,Group-0
30774,Res-5054-774,0,SubGroup-0,0,Group-0
30775,Res-5055-775,0,SubGroup-0,0,Group-0
30776,Res-5056-776,0,SubGroup-0,0,Group-0
30777,Res-5057-777,0,SubGroup-0,0,Group-0
30778,Res-5058-778,0,SubGroup-0,0,Group-0
30779,Res-5059-779,0,SubGroup-0,0,Group-0
30780,Res-5060-780,0,SubGroup-0,0,Group-0
30781,Res-5061-781,0,SubGroup-0,0,Group-0
30782,Res-5062-782,0,SubGroup-0,0,Group-0
30783,Res-5063-783,0,SubGroup-0,0,Group-0
30784,Res-5064-784,0,SubGroup-0,0,Group-0
30785,Res-5065-785,0,SubGroup-0,0,Group-0
30786,Res-5066-786,0,SubGroup-0,0,Group-0
30787,Res-5067-787,0,SubGroup-0,0,Group-0
30788,Res-5068-788,0,SubGroup-0,0,Group-0
30789,Res-5069-789,0,SubGroup-0,0,Group-0
30790,Res-5070-790,0,SubGroup-0,0,Group-0
30791,Res-5071-791,0,SubGroup-0,0,Group-0
30792,Res-5072-792,0,SubGroup-0,0,Group-0
30793,Res-5073-793,0,SubGroup-0,0,Group-0
30794,Res-5074-794,0,SubGroup-0,0,Group-0
30795,Res-5075-795,0,SubGroup-0,0,Group-0
30796,Res-5076-796,0,SubGroup-0,0,Group-0
30797,Res-5077-797,0,SubGroup-0,0,Group-0
30798,Res-5078-798,0,SubGroup-0,0,Group-0
30799,Res-5079-799,0,SubGroup-0,0,Group-0
30800,Res-5000-800,0,SubGroup-0,0,Group-0
30801,Res-5001-801,0,SubGroup-0,0,Group-0
30802,Res-5002-802,0,SubGroup-0,0,Group-0
30803,Res-5003-803,0,SubGroup-0,0,Group-0
30804,Res-5004-804,0,SubGroup-0,0,Group-0
30805,Res-5005-805,0,SubGroup-0,0,Group-0
30806,Res-5006-806,0,SubGroup-0,0,Group-0
30807,Res-5007-807,0,SubGroup-0,0,Group-0
30808,Res-5008-808,0,SubGroup-0,0,Group-0
30809,Res-5009-809,0,SubGroup-0,0,Group-0
30810,Res-5010-810,0,SubGroup-0,0,Group-0
30811,Res-5011-811,0,SubGroup-0,0,Group-0
30812,Res-5012-812,0,SubGroup-0,0,Group-0
30813,Res-5013-813,0,SubGroup-0,0,Group-0
30814,Res-5014-814,0,SubGroup-0,0,Group-0
30815,Res-5015-815,0,SubGroup-0,0,Group-0
30816,Res-5016-816,0,SubGroup-0,0,Group-0
30817,Res-5017-817,0,SubGroup-0,0,Group-0
30818,Res-5018-818,0,SubGroup-0,0,Group-0
30819,Res-5019-819,0,SubGroup-0,0,Group-0
30820,Res-5020-820,0,SubGroup-0,0,Group-0
30821,Res-5021-821,0,SubGroup-0,0,Group-0
30822,Res-5022-822,0,SubGroup-0,0,Group-0
30823,Res-5023-823,0,SubGroup-0,0,Group-0
30824,Res-5024-824,0,SubGroup-0,0,Group-0
30825,Res-5025-825,0,SubGroup-0,0,Group-0
30826,Res-5026-826,0,SubGroup-0,0,Group-0
30827,Res-5027-827,0,SubGroup-0,0,Group-0
30828,Res-5028-828,0,SubGroup-0,0,Group-0
30829,Res-5029-829,0,SubGroup-0,0,Group-0
30830,Res-5030-830,0,SubGroup-0,0,Group-0
30831,Res-5031-831,0,SubGroup-0,0,Group-0
30832,Res-5032-832,0,SubGroup-0,0,Group-0
30833,Res-5033-833,0,SubGroup-0,0,Group-0
30834,Res-5034-834,0,SubGroup-0,0,Group-0
30835,Res-5035-835,0,SubGroup-0,0,Group-0
30836,Res-5036-836,0,SubGroup-0,0,Group-0
30837,Res-5037-837,0,SubGroup-0,0,Group-0
30838,Res-5038-838,0,SubGroup-0,0,Group-0
30839,Res-5039-839,0,SubGroup-0,0,Group-0
30840,Res-5040-840,0,SubGroup-0,0,Group-0
30841,Res-5041-841,0,SubGroup-0,0,Group-0
30842,Res-5042-842,0,SubGroup-0,0,Group-0
30843,Res-5043-843,0,SubGroup-0,0,Group-0
30844,Res-5044-844,0,SubGroup-0,0,Group-0
30845,Res-5045-845,0,SubGroup-0,0,Group-0
30846,Res-5046-846,0,SubGroup-0,0,Group-0
30847,Res-5047-847,0,SubGroup-0,0,Group-0
30848,Res-5048-848,0,SubGroup-0,0,Group-0
30849,Res-5049-849,0,SubGroup-0,0,Group-0
30850,Res-5050-850,0,SubGroup-0,0,Group-0
30851,Res-5051-851,0,SubGroup-0,0,Group-0
30852,Res-5052-852,0,SubGroup-0,0,Group-0
30853,Res-5053-853,0,SubGroup-0,0,Group-0
30854,Res-5054-854,0,SubGroup-0,0,Group-0
30855,Res-5055-855,0,SubGroup-0,0,Group-0
30856,Res-5056-856,0,SubGroup-0,0,Group-0
30857,Res-5057-857,0,SubGroup-0,0,Group-0
30858,Res-5058-858,0,SubGroup-0,0,Group-0
30859,Res-5059-859,0,SubGroup-0,0,Group-0
30860,Res-5060-860,0,SubGroup-0,0,Group-0
30861,Res-5061-861,0,SubGroup-0,0,Group-0
30862,Res-5062-862,0,SubGroup-0,0,Group-0
30863,Res-5063-863,0,SubGroup-0,0,Group-0
30864,Res-5064-864,0,SubGroup-0,0,Group-0
30865,Res-5065-865,0,SubGroup-0,0,Group-0
30866,Res-5066-866,0,SubGroup-0,0,Group-0
30867,Res-5067-867,0,SubGroup-0,0,Group-0
30868,Res-5068-868,0,SubGroup-0,0,Group-0
30869,Res-5069-869,0,SubGroup-0,0,Group-0
30870,Res-5070-870,0,SubGroup-0,0,Group-0
30871,Res-5071-871,0,SubGroup-0,0,Group-0
30872,Res-5072-872,0,SubGroup-0,0,Group-0
30873,Res-5073-873,0,SubGroup-0,0,Group-0
30874,Res-5074-874,0,SubGroup-0,0,Group-0
30875,Res-5075-875,0,SubGroup-0,0,Group-0
30876,Res-5076-876,0,SubGroup-0,0,Group-0
30877,Res-5077-877,0,SubGroup-0,0,Group-0
30878,Res-5078-878,0,SubGroup-0,0,Group-0
30879,Res-5079-879,0,SubGroup-0,0,Group-0
30880,Res-5000-880,0,SubGroup-0,0,Group-0
30881,Res-5001-881,0,SubGroup-0,0,Group-0
30882,Res-5002-882,0,SubGroup-0,0,Group-0
30883,Res-5003-883,0,SubGroup-0,0,Group-0
30884,Res-5004-884,0,SubGroup-0,0,Group-0
30885,Res-5005-885,0,SubGroup-0,0,Group-0
30886,Res-5006-886,0,SubGroup-0,0,Group-0
30887,Res-5007-887,0,SubGroup-0,0,Group-0
30888,Res-5008-888,0,SubGroup-0,0,Group-0
30889,Res-5009-889,0,SubGroup-0,0,Group-0
30890,Res-5010-890,0,SubGroup-0,0,Group-0
30891,Res-5011-891,0,SubGroup-0,0,Group-0
30892,Res-5012-892,0,SubGroup-0,0,Group-0
30893,Res-5013-893,0,SubGroup-0,0,Group-0
30894,Res-5014-894,0,SubGroup-0,0,Group-0
30895,Res-5015-895,0,SubGroup-0,0,Group-0
30896,Res-5016-896,0,SubGroup-0,0,Group-0
30897,Res-5017-897,0,SubGroup-0,0,Group-0
30898,Res-5018-898,0,SubGroup-0,0,Group-0
30899,Res-5019-899,0,SubGroup-0,0,Group-0
30900,Res-5020-900,0,SubGroup-0,0,Group-0
30901,Res-5021-901,0,SubGroup-0,0,Group-0
30902,Res-5022-902,0,SubGroup-0,0,Group-0
30903,Res-5023-903,0,SubGroup-0,0,Group-0
30904,Res-5024-904,0,SubGroup-0,0,Group-0
30905,Res-5025-905,0,SubGroup-0,0,Group-0
30906,Res-5026-906,0,SubGroup-0,0,Group-0
30907,Res-5027-907,0,SubGroup-0,0,Group-0
30908,Res-5028-908,0,SubGroup-0,0,Group-0
30909,Res-5029-909,0,SubGroup-0,0,Group-0
30910,Res-5030-910,0,SubGroup-0,0,Group-0
30911,Res-5031-911,0,SubGroup-0,0,Group-0
30912,Res-5032-912,0,SubGroup-0,0,Group-0
30913,Res-5033-913,0,SubGroup-0,0,Group-0
30914,Res-5034-914,0,SubGroup-0,0,Group-0
30915,Res-5035-915,0,SubGroup-0,0,Group-0
30916,Res-5036-916,0,SubGroup-0,0,Group-0
30917,Res-5037-917,0,SubGroup-0,0,Group-0
30918,Res-5038-918,0,SubGroup-0,0,Group-0
30919,Res-5039-919,0,SubGroup-0,0,Group-0
30920,Res-5040-920,0,SubGroup-0,0,Group-0
30921,Res-5041-921,0,SubGroup-0,0,Group-0
30922,Res-5042-922,0,SubGroup-0,0,Group-0
30923,Res-5043-923,0,SubGroup-0,0,Group-0
30924,Res-5044-924,0,SubGroup-0,0,Group-0
30925,Res-5045-925,0,SubGroup-0,0,Group-0
30926,Res-5046-926,0,SubGroup-0,0,Group-0
30927,Res-5047-927,0,SubGroup-0,0,Group-0
30928,Res-5048-928,0,SubGroup-0,0,Group-0
30929,Res-5049-929,0,SubGroup-0,0,Group-0
30930,Res-5050-930,0,SubGroup-0,0,Group-0
30931,Res-5051-931,0,SubGroup-0,0,Group-0
30932,Res-5052-932,0,SubGroup-0,0,Group-0
30933,Res-5053-933,0,SubGroup-0,0,Group-0
30934,Res-5054-934,0,SubGroup-0,0,Group-0
30935,Res-5055-935,0,SubGroup-0,0,Group-0
30936,Res-5056-936,0,SubGroup-0,0,Group-0
30937,Res-5057-937,0,SubGroup-0,0,Group-0
30938,Res-5058-938,0,SubGroup-0,0,Group-0
30939,Res-5059-939,0,SubGroup-0,0,Group-0
30940,Res-5060-940,0,SubGroup-0,0,Group-0
30941,Res-5061-941,0,SubGroup-0,0,Group-0
30942,Res-5062-942,0,SubGroup-0,0,Group-0
30943,Res-5063-943,0,SubGroup-0,0,Group-0
30944,Res-5064-944,0,SubGroup-0,0,Group-0
30945,Res-5065-945,0,SubGroup-0,0,Group-0
30946,Res-5066-946,0,SubGroup-0,0,Group-0
30947,Res-5067-947,0,SubGroup-0,0,Group-0
30948,Res-5068-948,0,SubGroup-0,0,Group-0
30949,Res-5069-949,0,SubGroup-0,0,Group-0
30950,Res-5070-950,0,SubGroup-0,0,Group-0
30951,Res-5071-951,0,SubGroup-0,0,Group-0
30952,Res-5072-952,0,SubGroup-0,0,Group-0
30953,Res-5073-953,0,SubGroup-0,0,Group-0
30954,Res-5074-954,0,SubGroup-0,0,Group-0
30955,Res-5075-955,0,SubGroup-0,0,Group-0
30956,Res-5076-956,0,SubGroup-0,0,Group-0
30957,Res-5077-957,0,SubGroup-0,0,Group-0
30958,Res-5078-958,0,SubGroup-0,0,Group-0
30959,Res-5079-959,0,SubGroup-0,0,Group-0
30960,Res-5000-960,0,SubGroup-0,0,Group-0
30961,Res-5001-961,0,SubGroup-0,0,Group-0
30962,Res-5002-962,0,SubGroup-0,0,Group-0
30963,Res-5003-963,0,SubGroup-0,0,Group-0
30964,Res-5004-964,0,SubGroup-0,0,Group-0
30965,Res-5005-965,0,SubGroup-0,0,Group-0
30966,Res-5006-966,0,SubGroup-0,0,Group-0
30967,Res-5007-967,0,SubGroup-0,0,Group-0
30968,Res-5008-968,0,SubGroup-0,0,Group-0
30969,Res-5009-969,0,SubGroup-0,0,Group-0
30970,Res-5010-970,0,SubGroup-0,0,Group-0
30971,Res-5011-971,0,SubGroup-0,0,Group-0
30972,Res-5012-972,0,SubGroup-0,0,Group-0
30973,Res-5013-973,0,SubGroup-0,0,Group-0
30974,Res-5014-974,0,SubGroup-0,0,Group-0
30975,Res-5015-975,0,SubGroup-0,0,Group-0
30976,Res-5016-976,0,SubGroup-0,0,Group-0
30977,Res-5017-977,0,SubGroup-0,0,Group-0
30978,Res-5018-978,0,SubGroup-0,0,Group-0
30979,Res-5019-979,0,SubGroup-0,0,Group-0
30980,Res-5020-980,0,SubGroup-0,0,Group-0
30981,Res-5021-981,0,SubGroup-0,0,Group-0
30982,Res-5022-982,0,SubGroup-0,0,Group-0
30983,Res-5023-983,0,SubGroup-0,0,Group-0
30984,Res-5024-984,0,SubGroup-0,0,Group-0
30985,Res-5025-985,0,SubGroup-0,0,Group-0
30986,Res-5026-986,0,SubGroup-0,0,Group-0
30987,Res-5027-987,0,SubGroup-0,0,Group-0
30988,Res-5028-988,0,SubGroup-0,0,Group-0
30989,Res-5029-989,0,SubGroup-0,0,Group-0
30990,Res-5030-990,0,SubGroup-0,0,Group-0
30991,Res-5031-991,0,SubGroup-0,0,Group-0
30992,Res-5032-992,0,SubGroup-0,0,Group-0
30993,Res-5033-993,0,SubGroup-0,0,Group-0
30994,Res-5034-994,0,SubGroup-0,0,Group-0
30995,Res-5035-995,0,SubGroup-0,0,Group-0
30996,Res-5036-996,0,SubGroup-0,0,Group-0
30997,Res-5037-997,0,SubGroup-0,0,Group-0
30998,Res-5038-998,0,SubGroup-0,0,Group-0
30999,Res-5039-999,0,SubGroup-0,0,Group-0
31000,Res-5001-0,0,SubGroup-0,0,Group-0
31001,Res-5002-1,0,SubGroup-0,0,Group-0
31002,Res-5003-2,0,SubGroup-0,0,Group-0
31003,Res-5004-3,0,SubGroup-0,0,Group-0
31004,Res-5005-4,0,SubGroup-0,0,Group-0
31005,Res-5006-5,0,SubGroup-0,0,Group-0
31006,Res-5007-6,0,SubGroup-0,0,Group-0
31007,Res-5008-7,0,SubGroup-0,0,Group-0
31008,Res-5009-8,0,SubGroup-0,0,Group-0
31009,Res-5010-9,0,SubGroup-0,0,Group-0
31010,Res-5011-10,0,SubGroup-0,0,Group-0
31011,Res-5012-11,0,SubGroup-0,0,Group-0
31012,Res-5013-12,0,SubGroup-0,0,Group-0
31013,Res-5014-13,0,SubGroup-0,0,Group-0
31014,Res-5015-14,0,SubGroup-0,0,Group-0
31015,Res-5016-15,0,SubGroup-0,0,Group-0
31016,Res-5017-16,0,SubGroup-0,0,Group-0
31017,Res-5018-17,0,SubGroup-0,0,Group-0
31018,Res-5019-18,0,SubGroup-0,0,Group-0
31019,Res-5020-19,0,SubGroup-0,0,Group-0
31020,Res-5021-20,0,SubGroup-0,0,Group-0
31021,Res-5022-21,0,SubGroup-0,0,Group-0
31022,Res-5023-22,0,SubGroup-0,0,Group-0
31023,Res-5024-23,0,SubGroup-0,0,Group-0
31024,Res-5025-24,0,SubGroup-0,0,Group-0
31025,Res-5026-25,0,SubGroup-0,0,Group-0
31026,Res-5027-26,0,SubGroup-0,0,Group-0
31027,Res-5028-27,0,SubGroup-0,0,Group-0
31028,Res-5029-28,0,SubGroup-0,0,Group-0
31029,Res-5030-29,0,SubGroup-0,0,Group-0
31030,Res-5031-30,0,SubGroup-0,0,Group-0
31031,Res-5032-31,0,SubGroup-0,0,Group-0
31032,Res-5033-32,0,SubGroup-0,0,Group-0
31033,Res-5034-33,0,SubGroup-0,0,Group-0
31034,Res-5035-34,0,SubGroup-0,0,Group-0
31035,Res-5036-35,0,SubGroup-0,0,Group-0
31036,Res-5037-36,0,SubGroup-0,0,Group-0
31037,Res-5038-37,0,SubGroup-0,0,Group-0
31038,Res-5039-38,0,SubGroup-0,0,Group-0
31039,Res-5040-39,0,SubGroup-0,0,Group-0
31040,Res-5041-40,0,SubGroup-0,0,Group-0
31041,Res-5042-41,0,SubGroup-0,0,Group-0
31042,Res-5043-42,0,SubGroup-0,0,Group-0
31043,Res-5044-43,0,SubGroup-0,0,Group-0
31044,Res-5045-44,0,SubGroup-0,0,Group-0
31045,Res-5046-45,0,SubGroup-0,0,Group-0
31046,Res-5047-46,0,SubGroup-0,0,Group-0
31047,Res-5048-47,0,SubGroup-0,0,Group-0
31048,Res-5049-48,0,SubGroup-0,0,Group-0
31049,Res-5050-49,0,SubGroup-0,0,Group-0
31050,Res-5051-50,0,SubGroup-0,0,Group-0
31051,Res-5052-51,0,SubGroup-0,0,Group-0
31052,Res-5053-52,0,SubGroup-0,0,Group-0
31053,Res-5054-53,0,SubGroup-0,0,Group-0
31054,Res-5055-54,0,SubGroup-0,0,Group-0
31055,Res-5056-55,0,SubGroup-0,0,Group-0
31056,Res-5057-56,0,SubGroup-0,0,Group-0
31057,Res-5058-57,0,SubGroup-0,0,Group-0
31058,Res-5059-58,0,SubGroup-0,0,Group-0
31059,Res-5060-59,0,SubGroup-0,0,Group-0
31060,Res-5061-60,0,SubGroup-0,0,Group-0
31061,Res-5062-61,0,SubGroup-0,0,Group-0
31062,Res-5063-62,0,SubGroup-0,0,Group-0
31063,Res-5064-63,0,SubGroup-0,0,Group-0
31064,Res-5065-64,0,SubGroup-0,0,Group-0
31065,Res-5066-65,0,SubGroup-0,0,Group-0
31066,Res-5067-66,0,SubGroup-0,0,Group-0
31067,Res-5068-67,0,SubGroup-0,0,Group-0
31068,Res-5069-68,0,SubGroup-0,0,Group-0
31069,Res-5070-69,0,SubGroup-0,0,Group-0
31070,Res-5071-70,0,SubGroup-0,0,Group-0
31071,Res-5072-71,0,SubGroup-0,0,Group-0
31072,Res-5073-72,0,SubGroup-0,0,Group-0
31073,Res-5074-73,0,SubGroup-0,0,Group-0
31074,Res-5075-74,0,SubGroup-0,0,Group-0
31075,Res-5076-75,0,SubGroup-0,0,Group-0
31076,Res-5077-76,0,SubGroup-0,0,Group-0
31077,Res-5078-77,0,SubGroup-0,0,Group-0
31078,Res-5079-78,0,SubGroup-0,0,Group-0
31079,Res-5000-79,0,SubGroup-0,0,Group-0
31080,Res-5001-80,0,SubGroup-0,0,Group-0
31081,Res-5002-81,0,SubGroup-0,0,Group-0
31082,Res-5003-82,0,SubGroup-0,0,Group-0
31083,Res-5004-83,0,SubGroup-0,0,Group-0
31084,Res-5005-84,0,SubGroup-0,0,Group-0
31085,Res-5006-85,0,SubGroup-0,0,Group-0
31086,Res-5007-86,0,SubGroup-0,0,Group-0
31087,Res-5008-87,0,SubGroup-0,0,Group-0
31088,Res-5009-88,0,SubGroup-0,0,Group-0
31089,Res-5010-89,0,SubGroup-0,0,Group-0
31090,Res-5011-90,0,SubGroup-0,0,Group-0
31091,Res-5012-91,0,SubGroup-0,0,Group-0
31092,Res-5013-92,0,SubGroup-0,0,Group-0
31093,Res-5014-93,0,SubGroup-0,0,Group-0
31094,Res-5015-94,0,SubGroup-0,0,Group-0
31095,Res-5016-95,0,SubGroup-0,0,Group-0
31096,Res-5017-96,0,SubGroup-0,0,Group-0
31097,Res-5018-97,0,SubGroup-0,0,Group-0
31098,Res-5019-98,0,SubGroup-0,0,Group-0
31099,Res-5020-99,0,SubGroup-0,0,Group-0
31100,Res-6000-5000,0,SubGroup-0,0,Group-0
31101,Res-6500-5000,0,SubGroup-0,0,Group-0
31102,Res-6001-5001,0,SubGroup-0,0,Group-0
31103,Res-6501-5001,0,SubGroup-0,0,Group-0
31104,Res-6002-5002,0,SubGroup-0,0,Group-0
31105,Res-6502-5002,0,SubGroup-0,0,Group-0
31106,Res-6003-5003,0,SubGroup-0,0,Group-0
31107,Res-6503-5003,0,SubGroup-0,0,Group-0
31108,Res-6004-5004,0,SubGroup-0,0,Group-0
31109,Res-6504-5004,0,SubGroup-0,0,Group-0
31110,Res-6005-5005,0,SubGroup-0,0,Group-0
31111,Res-6505-5005,0,SubGroup-0,0,Group-0
31112,Res-6000-5006,0,SubGroup-0,0,Group-0
31113,Res-6500-5006,0,SubGroup-0,0,Group-0
31114,Res-6001-5007,0,SubGroup-0,0,Group-0
31115,Res-6501-5007,0,SubGroup-0,0,Group-0
31116,Res-6002-5008,0,SubGroup-0,0,Group-0
31117,Res-6502-5008,0,SubGroup-0,0,Group-0
31118,Res-6003-5009,0,SubGroup-0,0,Group-0
31119,Res-6503-5009,0,SubGroup-0,0,Group-0
31120,Res-6004-5010,0,SubGroup-0,0,Group-0
31121,Res-6504-5010,0,SubGroup-0,0,Group-0
31122,Res-6005-5011,0,SubGroup-0,0,Group-0
31123,Res-6505-5011,0,SubGroup-0,0,Group-0
31124,Res-6000-5012,0,SubGroup-0,0,Group-0
31125,Res-6500-5012,0,SubGroup-0,0,Group-0
31126,Res-6001-5013,0,SubGroup-0,0,Group-0
31127,Res-6501-5013,0,SubGroup-0,0,Group-0
31128,Res-6002-5014,0,SubGroup-0,0,Group-0
31129,Res-6502-5014,0,SubGroup-0,0,Group-0
31130,Res-6003-5015,0,SubGroup-0,0,Group-0
31131,Res-6503-5015,0,SubGroup-0,0,Group-0
31132,Res-6004-5016,0,SubGroup-0,0,Group-0
31133,Res-6504-5016,0,SubGroup-0,0,Group-0
31134,Res-6005-5017,0,SubGroup-0,0,Group-0
31135,Res-6505-5017,0,SubGroup-0,0,Group-0
31136,Res-6000-5018,0,SubGroup-0,0,Group-0
31137,Res-6500-5018,0,SubGroup-0,0,Group-0
31138,Res-6001-5019,0,SubGroup-0,0,Group-0
31139,Res-6501-5019,0,SubGroup-0,0,Group-0
31140,Res-6002-5020,0,SubGroup-0,0,Group-0
31141,Res-6502-5020,0,SubGroup-0,0,Group-0
31142,Res-6003-5021,0,SubGroup-0,0,Group-0
31143,Res-6503-5021,0,SubGroup-0,0,Group-0
31144,Res-6004-5022,0,SubGroup-0,0,Group-0
31145,Res-6504-5022,0,SubGroup-0,0,Group-0
31146,Res-6005-5023,0,SubGroup-0,0,Group-0
31147,Res-6505-5023,0,SubGroup-0,0,Group-0
31148,Res-6000-5024,0,SubGroup-0,0,Group-0
31149,Res-6500-5024,0,SubGroup-0,0,Group-0
31150,Res-6001-5025,0,SubGroup-0,0,Group-0
31151,Res-6501-5025,0,SubGroup-0,0,Group-0
31152,Res-6002-5026,0,SubGroup-0,0,Group-0
31153,Res-6502-5026,0,SubGroup-0,0,Group-0
31154,Res-6003-5027,0,SubGroup-0,0,Group-0
31155,Res-6503-5027,0,SubGroup-0,0,Group-0
31156,Res-6004-5028,0,SubGroup-0,0,Group-0
31157,Res-6504-5028,0,SubGroup-0,0,Group-0
31158,Res-6005-5029,0,SubGroup-0,0,Group-0
31159,Res-6505-5029,0,SubGroup-0,0,Group-0
31160,Res-6000-5030,0,SubGroup-0,0,Group-0
31161,Res-6500-5030,0,SubGroup-0,0,Group-0
31162,Res-6001-5031,0,SubGroup-0,0,Group-0
31163,Res-6501-5031,0,SubGroup-0,0,Group-0
31164,Res-6002-5032,0,SubGroup-0,0,Group-0
31165,Res-6502-5032,0,SubGroup-0,0,Group-0
31166,Res-6003-5033,0,SubGroup-0,0,Group-0
31167,Res-6503-5033,0,SubGroup-0,0,Group-0
31168,Res-6004-5034,0,SubGroup-0,0,Group-0
31169,Res-6504-5034,0,SubGroup-0,0,Group-0
31170,Res-6005-5035,0,SubGroup-0,0,Group-0
31171,Res-6505-5035,0,SubGroup-0,0,Group-0
31172,Res-6000-5036,0,SubGroup-0,0,Group-0
31173,Res-6500-5036,0,SubGroup-0,0,Group-0
31174,Res-6001-5037,0,SubGroup-0,0,Group-0
31175,Res-6501-5037,0,SubGroup-0,0,Group-0
31176,Res-6002-5038,0,SubGroup-0,0,Group-0
31177,Res-6502-5038,0,SubGroup-0,0,Group-0
31178,Res-6003-5039,0,SubGroup-0,0,Group-0
31179,Res-6503-5039,0,SubGroup-0,0,Group-0
31180,Res-6004-5040,0,SubGroup-0,0,Group-0
31181,Res-6504-5040,0,SubGroup-0,0,Group-0
31182,Res-6005-5041,0,SubGroup-0,0,Group-0
31183,Res-6505-5041,0,SubGroup-0,0,Group-0
31184,Res-6000-5042,0,SubGroup-0,0,Group-0
31185,Res-6500-5042,0,SubGroup-0,0,Group-0
31186,Res-6001-5043,0,SubGroup-0,0,Group-0
31187,Res-6501-5043,0,SubGroup-0,0,Group-0
31188,Res-6002-5044,0,SubGroup-0,0,Group-0
31189,Res-6502-5044,0,SubGroup-0,0,Group-0
31190,Res-6003-5045,0,SubGroup-0,0,Group-0
31191,Res-6503-5045,0,SubGroup-0,0,Group-0
31192,Res-6004-5046,0,SubGroup-0,0,Group-0
31193,Res-6504-5046,0,SubGroup-0,0,Group-0
31194,Res-6005-5047,0,SubGroup-0,0,Group-0
31195,Res-6505-5047,0,SubGroup-0,0,Group-0
31196,Res-6000-5048,0,SubGroup-0,0,Group-0
31197,Res-6500-5048,0,SubGroup-0,0,Group-0
31198,Res-6001-5049,0,SubGroup-0,0,Group-0
31199,Res-6501-5049,0,SubGroup-0,0,Group-0
31200,Res-6002-5050,0,SubGroup-0,0,Group-0
31201,Res-6502-5050,0,SubGroup-0,0,Group-0
31202,Res-6003-5051,0,SubGroup-0,0,Group-0
31203,Res-6503-5051,0,SubGroup-0,0,Group-0
31204,Res-6004-5052,0,SubGroup-0,0,Group-0
31205,Res-6504-5052,0,SubGroup-0,0,Group-0
31206,Res-6005-5053,0,SubGroup-0,0,Group-0
31207,Res-6505-5053,0,SubGroup-0,0,Group-0
31208,Res-6000-5054,0,SubGroup-0,0,Group-0
31209,Res-6500-5054,0,SubGroup-0,0,Group-0
31210,Res-6001-5055,0,SubGroup-0,0,Group-0
31211,Res-6501-5055,0,SubGroup-0,0,Group-0
31212,Res-6002-5056,0,SubGroup-0,0,Group-0
31213,Res-6502-5056,0,SubGroup-0,0,Group-0
31214,Res-6003-5057,0,SubGroup-0,0,Group-0
31215,Res-6503-5057,0,SubGroup-0,0,Group-0
31216,Res-6004-5058,0,SubGroup-0,0,Group-0
31217,Res-6504-5058,0,SubGroup-0,0,Group-0
31218,Res-6005-5059,0,SubGroup-0,0,Group-0
31219,Res-6505-5059,0,SubGroup-0,0,Group-0
31220,Res-6000-5060,0,SubGroup-0,0,Group-0
31221,Res-6500-5060,0,SubGroup-0,0,Group-0
31222,Res-6001-5061,0,SubGroup-0,0,Group-0
31223,Res-6501-5061,0,SubGroup-0,0,Group-0
31224,Res-6002-5062,0,SubGroup-0,0,Group-0
31225,Res-6502-5062,0,SubGroup-0,0,Group-0
31226,Res-6003-5063,0,SubGroup-0,0,Group-0
31227,Res-6503-5063,0,SubGroup-0,0,Group-0
31228,Res-6004-5064,0,SubGroup-0,0,Group-0
31229,Res-6504-5064,0,SubGroup-0,0,Group-0
31230,Res-6005-5065,0,SubGroup-0,0,Group-0
31231,Res-6505-5065,0,SubGroup-0,0,Group-0
31232,Res-6000-5066,0,SubGroup-0,0,Group-0
31233,Res-6500-5066,0,SubGroup-0,0,Group-0
31234,Res-6001-5067,0,SubGroup-0,0,Group-0
31235,Res-6501-5067,0,SubGroup-0,0,Group-0
31236,Res-6002-5068,0,SubGroup-0,0,Group-0
31237,Res-6502-5068,0,SubGroup-0,0,Group-0
31238,Res-6003-5069,0,SubGroup-0,0,Group-0
31239,Res-6503-5069,0,SubGroup-0,0,Group-0
31240,Res-6004-5070,0,SubGroup-0,0,Group-0
31241,Res-6504-5070,0,SubGroup-0,0,Group-0
31242,Res-6005-5071,0,SubGroup-0,0,Group-0
31243,Res-6505-5071,0,SubGroup-0,0,Group-0
31244,Res-6000-5072,0,SubGroup-0,0,Group-0
31245,Res-6500-5072,0,SubGroup-0,0,Group-0
31246,Res-6001-5073,0,SubGroup-0,0,Group-0
31247,Res-6501-5073,0,SubGroup-0,0,Group-0
31248,Res-6002-5074,0,SubGroup-0,0,Group-0
31249,Res-6502-5074,0,SubGroup-0,0,Group-0
31250,Res-6003-5075,0,SubGroup-0,0,Group-0
31251,Res-6503-5075,0,SubGroup-0,0,Group-0
31252,Res-6004-5076,0,SubGroup-0,0,Group-0
31253,Res-6504-5076,0,SubGroup-0,0,Group-0
